country_or_area,slope,r_squared,year,unit,quantity
France,-165.42153846153855,0.34496594284042514,1993,"Metric tons,  thousand",6810
France,-165.42153846153855,0.34496594284042514,1994,"Metric tons,  thousand",7546
France,-165.42153846153855,0.34496594284042514,1995,"Metric tons,  thousand",8844
France,-165.42153846153855,0.34496594284042514,1996,"Metric tons,  thousand",9414
France,-165.42153846153855,0.34496594284042514,1997,"Metric tons,  thousand",7774
France,-165.42153846153855,0.34496594284042514,1998,"Metric tons,  thousand",12020
France,-165.42153846153855,0.34496594284042514,1999,"Metric tons,  thousand",10488
France,-165.42153846153855,0.34496594284042514,2000,"Metric tons,  thousand",10424
France,-165.42153846153855,0.34496594284042514,2001,"Metric tons,  thousand",7782
France,-165.42153846153855,0.34496594284042514,2002,"Metric tons,  thousand",8841
France,-165.42153846153855,0.34496594284042514,2003,"Metric tons,  thousand",9734
France,-165.42153846153855,0.34496594284042514,2004,"Metric tons,  thousand",9134
France,-165.42153846153855,0.34496594284042514,2005,"Metric tons,  thousand",10313
France,-165.42153846153855,0.34496594284042514,2006,"Metric tons,  thousand",8617
France,-165.42153846153855,0.34496594284042514,2007,"Metric tons,  thousand",9305
France,-165.42153846153855,0.34496594284042514,2008,"Metric tons,  thousand",8330
France,-165.42153846153855,0.34496594284042514,2009,"Metric tons,  thousand",8106
France,-165.42153846153855,0.34496594284042514,2010,"Metric tons,  thousand",7596
France,-165.42153846153855,0.34496594284042514,2011,"Metric tons,  thousand",5266
France,-165.42153846153855,0.34496594284042514,2012,"Metric tons,  thousand",7450
France,-165.42153846153855,0.34496594284042514,2013,"Metric tons,  thousand",8440
France,-165.42153846153855,0.34496594284042514,2014,"Metric tons,  thousand",3859
Italy,479.6253846153845,0.7315610453752243,1990,"Metric tons,  thousand",10782
Italy,479.6253846153845,0.7315610453752243,1991,"Metric tons,  thousand",9649
Italy,479.6253846153845,0.7315610453752243,1992,"Metric tons,  thousand",7242
Italy,479.6253846153845,0.7315610453752243,1993,"Metric tons,  thousand",5569
Italy,479.6253846153845,0.7315610453752243,1994,"Metric tons,  thousand",6788
Italy,479.6253846153845,0.7315610453752243,1995,"Metric tons,  thousand",8216
Italy,479.6253846153845,0.7315610453752243,1996,"Metric tons,  thousand",7585
Italy,479.6253846153845,0.7315610453752243,1997,"Metric tons,  thousand",7078
Italy,479.6253846153845,0.7315610453752243,1998,"Metric tons,  thousand",7992
Italy,479.6253846153845,0.7315610453752243,1999,"Metric tons,  thousand",8404
Italy,479.6253846153845,0.7315610453752243,2000,"Metric tons,  thousand",9529
Italy,479.6253846153845,0.7315610453752243,2001,"Metric tons,  thousand",11224
Italy,479.6253846153845,0.7315610453752243,2002,"Metric tons,  thousand",12855
Italy,479.6253846153845,0.7315610453752243,2003,"Metric tons,  thousand",13975
Italy,479.6253846153845,0.7315610453752243,2004,"Metric tons,  thousand",17151
Italy,479.6253846153845,0.7315610453752243,2005,"Metric tons,  thousand",16376
Italy,479.6253846153845,0.7315610453752243,2006,"Metric tons,  thousand",16710
Italy,479.6253846153845,0.7315610453752243,2007,"Metric tons,  thousand",16964
Italy,479.6253846153845,0.7315610453752243,2008,"Metric tons,  thousand",16919
Italy,479.6253846153845,0.7315610453752243,2009,"Metric tons,  thousand",14649
Italy,479.6253846153845,0.7315610453752243,2010,"Metric tons,  thousand",14656
Italy,479.6253846153845,0.7315610453752243,2011,"Metric tons,  thousand",16475
Italy,479.6253846153845,0.7315610453752243,2012,"Metric tons,  thousand",17582
Italy,479.6253846153845,0.7315610453752243,2013,"Metric tons,  thousand",16278
Italy,479.6253846153845,0.7315610453752243,2014,"Metric tons,  thousand",15686
Denmark,-307.03538461538466,0.6722565852739616,1990,"Metric tons,  thousand",9400
Denmark,-307.03538461538466,0.6722565852739616,1991,"Metric tons,  thousand",12850
Denmark,-307.03538461538466,0.6722565852739616,1992,"Metric tons,  thousand",10504
Denmark,-307.03538461538466,0.6722565852739616,1993,"Metric tons,  thousand",11271
Denmark,-307.03538461538466,0.6722565852739616,1994,"Metric tons,  thousand",12536
Denmark,-307.03538461538466,0.6722565852739616,1995,"Metric tons,  thousand",10420
Denmark,-307.03538461538466,0.6722565852739616,1996,"Metric tons,  thousand",14487
Denmark,-307.03538461538466,0.6722565852739616,1997,"Metric tons,  thousand",10507
Denmark,-307.03538461538466,0.6722565852739616,1998,"Metric tons,  thousand",8857
Denmark,-307.03538461538466,0.6722565852739616,1999,"Metric tons,  thousand",7406
Denmark,-307.03538461538466,0.6722565852739616,2000,"Metric tons,  thousand",6193
Denmark,-307.03538461538466,0.6722565852739616,2001,"Metric tons,  thousand",6602
Denmark,-307.03538461538466,0.6722565852739616,2002,"Metric tons,  thousand",6617
Denmark,-307.03538461538466,0.6722565852739616,2003,"Metric tons,  thousand",9305
Denmark,-307.03538461538466,0.6722565852739616,2004,"Metric tons,  thousand",7012
Denmark,-307.03538461538466,0.6722565852739616,2005,"Metric tons,  thousand",5908
Denmark,-307.03538461538466,0.6722565852739616,2006,"Metric tons,  thousand",8941
Denmark,-307.03538461538466,0.6722565852739616,2007,"Metric tons,  thousand",7545
Denmark,-307.03538461538466,0.6722565852739616,2008,"Metric tons,  thousand",6685
Denmark,-307.03538461538466,0.6722565852739616,2009,"Metric tons,  thousand",6636
Denmark,-307.03538461538466,0.6722565852739616,2010,"Metric tons,  thousand",6462
Denmark,-307.03538461538466,0.6722565852739616,2011,"Metric tons,  thousand",5338
Denmark,-307.03538461538466,0.6722565852739616,2012,"Metric tons,  thousand",4184
Denmark,-307.03538461538466,0.6722565852739616,2013,"Metric tons,  thousand",5316
Denmark,-307.03538461538466,0.6722565852739616,2014,"Metric tons,  thousand",4137
Czechoslovakia (former),NA,0,1990,"Metric tons,  thousand",9300
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1990,"Metric tons,  thousand",8929
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1991,"Metric tons,  thousand",9633
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1992,"Metric tons,  thousand",10213
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1993,"Metric tons,  thousand",11828
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1994,"Metric tons,  thousand",8450
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1995,"Metric tons,  thousand",9109
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1996,"Metric tons,  thousand",6769
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1997,"Metric tons,  thousand",5712
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1998,"Metric tons,  thousand",7068
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,1999,"Metric tons,  thousand",5916
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2000,"Metric tons,  thousand",6880
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2001,"Metric tons,  thousand",7600
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2002,"Metric tons,  thousand",8454
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2003,"Metric tons,  thousand",10722
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2004,"Metric tons,  thousand",10012
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2005,"Metric tons,  thousand",10894
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2006,"Metric tons,  thousand",10878
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2007,"Metric tons,  thousand",11872
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2008,"Metric tons,  thousand",10875
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2009,"Metric tons,  thousand",11358
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2010,"Metric tons,  thousand",9883
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2011,"Metric tons,  thousand",11754
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2012,"Metric tons,  thousand",11571
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2013,"Metric tons,  thousand",12335
"China, Hong Kong SAR",163.6761538461538,0.3322497901768686,2014,"Metric tons,  thousand",12924
Netherlands,12.413846153846013,0.018949997024028217,1990,"Metric tons,  thousand",8721
Netherlands,12.413846153846013,0.018949997024028217,1991,"Metric tons,  thousand",7821
Netherlands,12.413846153846013,0.018949997024028217,1992,"Metric tons,  thousand",7842
Netherlands,12.413846153846013,0.018949997024028217,1993,"Metric tons,  thousand",7669
Netherlands,12.413846153846013,0.018949997024028217,1994,"Metric tons,  thousand",8601
Netherlands,12.413846153846013,0.018949997024028217,1995,"Metric tons,  thousand",9292
Netherlands,12.413846153846013,0.018949997024028217,1996,"Metric tons,  thousand",8926
Netherlands,12.413846153846013,0.018949997024028217,1997,"Metric tons,  thousand",8799
Netherlands,12.413846153846013,0.018949997024028217,1998,"Metric tons,  thousand",9317
Netherlands,12.413846153846013,0.018949997024028217,1999,"Metric tons,  thousand",7528
Netherlands,12.413846153846013,0.018949997024028217,2000,"Metric tons,  thousand",8590
Netherlands,12.413846153846013,0.018949997024028217,2001,"Metric tons,  thousand",9156
Netherlands,12.413846153846013,0.018949997024028217,2002,"Metric tons,  thousand",9110
Netherlands,12.413846153846013,0.018949997024028217,2003,"Metric tons,  thousand",9212
Netherlands,12.413846153846013,0.018949997024028217,2004,"Metric tons,  thousand",8876
Netherlands,12.413846153846013,0.018949997024028217,2005,"Metric tons,  thousand",8267
Netherlands,12.413846153846013,0.018949997024028217,2006,"Metric tons,  thousand",8229
Netherlands,12.413846153846013,0.018949997024028217,2007,"Metric tons,  thousand",8676
Netherlands,12.413846153846013,0.018949997024028217,2008,"Metric tons,  thousand",8224
Netherlands,12.413846153846013,0.018949997024028217,2009,"Metric tons,  thousand",8405
Netherlands,12.413846153846013,0.018949997024028217,2010,"Metric tons,  thousand",7875
Netherlands,12.413846153846013,0.018949997024028217,2011,"Metric tons,  thousand",7399
Netherlands,12.413846153846013,0.018949997024028217,2012,"Metric tons,  thousand",8568
Netherlands,12.413846153846013,0.018949997024028217,2013,"Metric tons,  thousand",8834
Netherlands,12.413846153846013,0.018949997024028217,2014,"Metric tons,  thousand",10264
